hfdst;icd_code;diagnose;nis_code;arrondissement_van_woonplaats_van_de_patiënt;klass_hosp;dag_hosp
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;35.0;Oostende;35;6
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;36.0;Roeselare;46;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;37.0;Tielt;24;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;38.0;Veurne;18;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;41.0;Aalst;41;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;42.0;Dendermonde;65;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;43.0;Eeklo;16;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;44.0;Gent;177;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;45.0;Oudenaarde;33;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;46.0;Sint-Niklaas;71;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;51.0;Aat;23;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;52.0;Charleroi;135;5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;53.0;Bergen;85;5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;54.0;Moeskroen;20;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;55.0;Zinnik;75;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;56.0;Thuin;55;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;57.0;Doornik;64;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;61.0;Hoei;49;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;62.0;Luik;123;9
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;63.0;Verviers;63;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;64.0;Borgworm;19;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;71.0;Hasselt;121;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;72.0;Maaseik;47;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;73.0;Tongeren;59;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;81.0;Aarlen;24;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;82.0;Bastenaken;10;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;83.0;Marche-en-Famenne;14;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;84.0;Neufchâteau;15;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;85.0;Virton;20;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;91.0;Dinant;23;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;92.0;Namen;91;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;93.0;Philippeville;16;0
4 - Ziekten van bloed en bloedvormende organen (280-289);288;Aandoeningen van de witte bloedcellen;99.0;Zonder vast verblijf;< 5;0
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;0.0;Buitenlands verblijf;24;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;11.0;Antwerpen;105;31
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;12.0;Mechelen;59;9
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;13.0;Turnhout;59;7
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;21.0;Brussel-Hoofdstad;86;38
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;23.0;Halle-Vilvoorde;72;38
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;24.0;Leuven;65;13
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;25.0;Nijvel;39;22
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;31.0;Brugge;33;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;32.0;Diksmuide;9;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;33.0;Ieper;20;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;34.0;Kortrijk;48;20
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;35.0;Oostende;24;13
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;36.0;Roeselare;19;8
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;37.0;Tielt;18;0
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;38.0;Veurne;< 5;0
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;41.0;Aalst;51;10
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;42.0;Dendermonde;58;0
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;43.0;Eeklo;13;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;44.0;Gent;64;9
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;45.0;Oudenaarde;25;7
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;46.0;Sint-Niklaas;30;5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;51.0;Aat;6;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;52.0;Charleroi;55;19
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;53.0;Bergen;30;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;54.0;Moeskroen;31;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;55.0;Zinnik;23;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;56.0;Thuin;15;21
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;57.0;Doornik;19;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;61.0;Hoei;19;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;62.0;Luik;65;22
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;63.0;Verviers;32;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;64.0;Borgworm;6;0
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;71.0;Hasselt;66;13
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;72.0;Maaseik;25;7
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;73.0;Tongeren;30;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;81.0;Aarlen;10;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;82.0;Bastenaken;13;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;83.0;Marche-en-Famenne;11;11
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;84.0;Neufchâteau;9;0
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;85.0;Virton;6;< 5
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;91.0;Dinant;17;30
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;92.0;Namen;36;13
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;93.0;Philippeville;8;18
4 - Ziekten van bloed en bloedvormende organen (280-289);289;Andere ziekten van bloed en bloedvormende organen;;;16531;22715
5 - Mentale aandoeningen (290-319);290;Dementie;0.0;Buitenlands verblijf;10;0
5 - Mentale aandoeningen (290-319);290;Dementie;11.0;Antwerpen;385;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;12.0;Mechelen;144;0
5 - Mentale aandoeningen (290-319);290;Dementie;13.0;Turnhout;120;0
5 - Mentale aandoeningen (290-319);290;Dementie;21.0;Brussel-Hoofdstad;279;0
5 - Mentale aandoeningen (290-319);290;Dementie;23.0;Halle-Vilvoorde;217;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;24.0;Leuven;156;0
5 - Mentale aandoeningen (290-319);290;Dementie;25.0;Nijvel;53;0
5 - Mentale aandoeningen (290-319);290;Dementie;31.0;Brugge;153;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;32.0;Diksmuide;13;0
5 - Mentale aandoeningen (290-319);290;Dementie;33.0;Ieper;39;0
5 - Mentale aandoeningen (290-319);290;Dementie;34.0;Kortrijk;92;0
5 - Mentale aandoeningen (290-319);290;Dementie;35.0;Oostende;45;0
5 - Mentale aandoeningen (290-319);290;Dementie;36.0;Roeselare;73;0
5 - Mentale aandoeningen (290-319);290;Dementie;37.0;Tielt;33;0
5 - Mentale aandoeningen (290-319);290;Dementie;38.0;Veurne;9;0
5 - Mentale aandoeningen (290-319);290;Dementie;41.0;Aalst;156;0
5 - Mentale aandoeningen (290-319);290;Dementie;42.0;Dendermonde;98;0
5 - Mentale aandoeningen (290-319);290;Dementie;43.0;Eeklo;18;0
5 - Mentale aandoeningen (290-319);290;Dementie;44.0;Gent;264;0
5 - Mentale aandoeningen (290-319);290;Dementie;45.0;Oudenaarde;58;0
5 - Mentale aandoeningen (290-319);290;Dementie;46.0;Sint-Niklaas;100;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;51.0;Aat;20;0
5 - Mentale aandoeningen (290-319);290;Dementie;52.0;Charleroi;94;0
5 - Mentale aandoeningen (290-319);290;Dementie;53.0;Bergen;40;0
5 - Mentale aandoeningen (290-319);290;Dementie;54.0;Moeskroen;24;0
5 - Mentale aandoeningen (290-319);290;Dementie;55.0;Zinnik;36;0
5 - Mentale aandoeningen (290-319);290;Dementie;56.0;Thuin;43;0
5 - Mentale aandoeningen (290-319);290;Dementie;57.0;Doornik;49;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;61.0;Hoei;29;0
5 - Mentale aandoeningen (290-319);290;Dementie;62.0;Luik;218;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;63.0;Verviers;38;0
5 - Mentale aandoeningen (290-319);290;Dementie;64.0;Borgworm;35;0
5 - Mentale aandoeningen (290-319);290;Dementie;71.0;Hasselt;134;0
5 - Mentale aandoeningen (290-319);290;Dementie;72.0;Maaseik;64;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;73.0;Tongeren;71;< 5
5 - Mentale aandoeningen (290-319);290;Dementie;81.0;Aarlen;5;0
5 - Mentale aandoeningen (290-319);290;Dementie;82.0;Bastenaken;< 5;0
5 - Mentale aandoeningen (290-319);290;Dementie;83.0;Marche-en-Famenne;13;0
5 - Mentale aandoeningen (290-319);290;Dementie;84.0;Neufchâteau;12;0
5 - Mentale aandoeningen (290-319);290;Dementie;85.0;Virton;< 5;0
5 - Mentale aandoeningen (290-319);290;Dementie;91.0;Dinant;44;0
5 - Mentale aandoeningen (290-319);290;Dementie;92.0;Namen;56;0
5 - Mentale aandoeningen (290-319);290;Dementie;93.0;Philippeville;13;0
5 - Mentale aandoeningen (290-319);290;Dementie;99.0;Zonder vast verblijf;< 5;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;0.0;Buitenlands verblijf;39;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;11.0;Antwerpen;157;< 5
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;12.0;Mechelen;32;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;13.0;Turnhout;40;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;21.0;Brussel-Hoofdstad;209;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;23.0;Halle-Vilvoorde;54;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;24.0;Leuven;73;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;25.0;Nijvel;79;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;31.0;Brugge;40;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;32.0;Diksmuide;6;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;33.0;Ieper;< 5;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;34.0;Kortrijk;52;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;35.0;Oostende;22;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;36.0;Roeselare;25;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;37.0;Tielt;8;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;38.0;Veurne;10;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;41.0;Aalst;30;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;42.0;Dendermonde;29;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;43.0;Eeklo;5;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;44.0;Gent;81;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;45.0;Oudenaarde;18;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;46.0;Sint-Niklaas;34;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;51.0;Aat;11;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;52.0;Charleroi;82;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;53.0;Bergen;48;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;54.0;Moeskroen;28;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;55.0;Zinnik;35;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;56.0;Thuin;50;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;57.0;Doornik;43;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;61.0;Hoei;21;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;62.0;Luik;116;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;63.0;Verviers;60;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;64.0;Borgworm;18;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;71.0;Hasselt;34;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;72.0;Maaseik;10;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;73.0;Tongeren;11;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;81.0;Aarlen;10;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;82.0;Bastenaken;12;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;83.0;Marche-en-Famenne;12;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;84.0;Neufchâteau;10;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;85.0;Virton;13;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;91.0;Dinant;32;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;92.0;Namen;60;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;93.0;Philippeville;14;0
5 - Mentale aandoeningen (290-319);291;Alcohol psychosen;99.0;Zonder vast verblijf;6;0
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;0.0;Buitenlands verblijf;6;0
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;11.0;Antwerpen;110;< 5
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;12.0;Mechelen;28;0
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;13.0;Turnhout;36;0
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;21.0;Brussel-Hoofdstad;74;0
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;23.0;Halle-Vilvoorde;35;< 5
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;24.0;Leuven;38;0
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;25.0;Nijvel;36;0
5 - Mentale aandoeningen (290-319);292;Door drugs geïnduceerde mentale stoornissen;31.0;Brugge;30;0
