chap;code_icd;diagnostic;code_ins;arrondissement_du_domicile_du_patient;hosp_class;hosp_de_jour
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;63.0;Verviers;9;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;64.0;Waremme;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;71.0;Hasselt;27;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;72.0;Maaseik;12;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;73.0;Tongres;11;0
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;82.0;Bastogne;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;83.0;Marche-en-Famenne;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;91.0;Dinant;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;92.0;Namur;8;0
6 - Maladies du système nerveux et des organes des sens (320-389);359;Dystrophies musculaires et autres myopathies;93.0;Philippeville;0;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;0.0;Domicile étranger;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;11.0;Anvers;23;11
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;12.0;Malines;6;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;13.0;Turnhout;10;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;21.0;Bruxelles-Capitale;23;21
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;23.0;Hal-Vilvorde;17;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;24.0;Louvain;8;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;25.0;Nivelles;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;31.0;Bruges;7;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;32.0;Dixmude;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;33.0;Ypres;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;34.0;Courtrai;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;35.0;Ostende;6;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;36.0;Roulers;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;37.0;Tielt;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;38.0;Furnes;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;41.0;Alost;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;42.0;Termonde;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;43.0;Eeklo;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;44.0;Gand;10;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;45.0;Audenarde;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;46.0;Saint-Nicolas;5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;51.0;Ath;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;52.0;Charleroi;5;5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;53.0;Mons;7;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;55.0;Soignies;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;56.0;Thuin;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;57.0;Tournai;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;61.0;Huy;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;62.0;Liège;14;6
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;63.0;Verviers;8;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;64.0;Waremme;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;71.0;Hasselt;6;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;72.0;Maaseik;< 5;6
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;73.0;Tongres;5;9
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;83.0;Marche-en-Famenne;0;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;92.0;Namur;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);360;Troubles du globe oculaire;93.0;Philippeville;< 5;0
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;0.0;Domicile étranger;118;17
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;11.0;Anvers;222;68
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;12.0;Malines;62;17
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;13.0;Turnhout;98;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;21.0;Bruxelles-Capitale;88;247
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;23.0;Hal-Vilvorde;112;64
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;24.0;Louvain;119;8
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;25.0;Nivelles;69;77
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;31.0;Bruges;76;8
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;32.0;Dixmude;10;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;33.0;Ypres;17;0
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;34.0;Courtrai;59;19
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;35.0;Ostende;38;0
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;36.0;Roulers;24;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;37.0;Tielt;13;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;38.0;Furnes;13;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;41.0;Alost;68;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;42.0;Termonde;30;6
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;43.0;Eeklo;17;5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;44.0;Gand;116;12
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;45.0;Audenarde;25;0
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;46.0;Saint-Nicolas;35;8
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;51.0;Ath;10;10
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;52.0;Charleroi;83;62
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;53.0;Mons;26;68
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;54.0;Mouscron;13;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;55.0;Soignies;20;26
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;56.0;Thuin;37;20
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;57.0;Tournai;21;21
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;61.0;Huy;25;0
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;62.0;Liège;129;6
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;63.0;Verviers;56;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;64.0;Waremme;11;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;71.0;Hasselt;94;24
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;72.0;Maaseik;46;19
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;73.0;Tongres;46;26
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;81.0;Arlon;10;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;82.0;Bastogne;5;0
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;83.0;Marche-en-Famenne;9;0
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;84.0;Neufchâteau;18;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;85.0;Virton;14;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;91.0;Dinant;19;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;92.0;Namur;74;21
6 - Maladies du système nerveux et des organes des sens (320-389);361;Décollement et anomalies de la rétine;93.0;Philippeville;7;6
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;0.0;Domicile étranger;58;20
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;11.0;Anvers;144;170
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;12.0;Malines;54;14
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;13.0;Turnhout;65;48
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;21.0;Bruxelles-Capitale;73;132
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;23.0;Hal-Vilvorde;119;58
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;24.0;Louvain;115;20
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;25.0;Nivelles;34;54
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;31.0;Bruges;57;7
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;32.0;Dixmude;< 5;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;33.0;Ypres;13;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;34.0;Courtrai;24;14
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;35.0;Ostende;31;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;36.0;Roulers;27;< 5
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;37.0;Tielt;20;0
6 - Maladies du système nerveux et des organes des sens (320-389);362;Autres troubles de rétine;38.0;Furnes;19;< 5
